month,country,net_flow_musd,table
2024-07,Germany,2831,slt2_us_lt_total_net
2024-07,Grand Total,118260,slt1_for_lt_total_net
2024-07,Grand Total,15402,slt2_us_lt_total_net
2024-07,Greece,72,slt1_for_lt_total_net
2024-07,Greece,49,slt2_us_lt_total_net
2024-07,Guatemala,432,slt1_for_lt_total_net
2024-07,Guatemala,44,slt2_us_lt_total_net
2024-07,Guernsey,26,slt1_for_lt_total_net
2024-07,Guernsey,-139,slt2_us_lt_total_net
2024-07,Hong Kong,14276,slt1_for_lt_total_net
2024-07,Hong Kong,-727,slt2_us_lt_total_net
2024-07,Hungary,-129,slt1_for_lt_total_net
2024-07,Hungary,13,slt2_us_lt_total_net
2024-07,India,-8639,slt1_for_lt_total_net
2024-07,India,763,slt2_us_lt_total_net
2024-07,Indonesia,-1695,slt1_for_lt_total_net
2024-07,Indonesia,536,slt2_us_lt_total_net
2024-07,International,4613,slt1_for_lt_total_net
2024-07,International,2811,slt2_us_lt_total_net
2024-07,Ireland,19381,slt1_for_lt_total_net
2024-07,Ireland,4314,slt2_us_lt_total_net
2024-07,Israel,2123,slt1_for_lt_total_net
2024-07,Israel,429,slt2_us_lt_total_net
2024-07,Italy,1525,slt1_for_lt_total_net
2024-07,Italy,480,slt2_us_lt_total_net
2024-07,Jamaica,97,slt1_for_lt_total_net
2024-07,Jamaica,-4,slt2_us_lt_total_net
2024-07,Japan,-15112,slt1_for_lt_total_net
2024-07,Japan,4153,slt2_us_lt_total_net
2024-07,Jersey,-46,slt1_for_lt_total_net
2024-07,Jersey,1653,slt2_us_lt_total_net
2024-07,Kazakhstan,-173,slt1_for_lt_total_net
2024-07,Kazakhstan,-45,slt2_us_lt_total_net
2024-07,"Korea, South",6502,slt1_for_lt_total_net
2024-07,"Korea, South",350,slt2_us_lt_total_net
2024-07,Kuwait,525,slt1_for_lt_total_net
2024-07,Kuwait,31,slt2_us_lt_total_net
2024-07,Lebanon,-10,slt1_for_lt_total_net
2024-07,Lebanon,-1,slt2_us_lt_total_net
2024-07,Liberia,12,slt1_for_lt_total_net
2024-07,Liberia,7,slt2_us_lt_total_net
2024-07,Luxembourg,4262,slt1_for_lt_total_net
2024-07,Luxembourg,-711,slt2_us_lt_total_net
2024-07,Malaysia,326,slt1_for_lt_total_net
2024-07,Malaysia,398,slt2_us_lt_total_net
2024-07,Mauritius,-80,slt1_for_lt_total_net
2024-07,Mauritius,-210,slt2_us_lt_total_net
2024-07,Memo: Euro Area,43230,slt1_for_lt_total_net
2024-07,Memo: Euro Area,6773,slt2_us_lt_total_net
2024-07,Memo: European Union,46636,slt1_for_lt_total_net
2024-07,Memo: European Union,8805,slt2_us_lt_total_net
2024-07,Mexico,1002,slt1_for_lt_total_net
2024-07,Mexico,-110,slt2_us_lt_total_net
2024-07,Monaco,129,slt1_for_lt_total_net
2024-07,Monaco,-12,slt2_us_lt_total_net
2024-07,Morocco,-18,slt1_for_lt_total_net
2024-07,Morocco,9,slt2_us_lt_total_net
2024-07,Netherlands,7230,slt1_for_lt_total_net
2024-07,Netherlands,-2416,slt2_us_lt_total_net
2024-07,New Zealand,-230,slt1_for_lt_total_net
2024-07,New Zealand,344,slt2_us_lt_total_net
2024-07,Norway,1268,slt1_for_lt_total_net
2024-07,Norway,-205,slt2_us_lt_total_net
2024-07,Of Which: Asset-Backed Securities,3927,slt1_for_lt_total_net
2024-07,Of Which: Asset-Backed Securities,-9807,slt2_us_lt_total_net
2024-07,Of Which: Depository Institutions,6566,slt1_for_lt_total_net
2024-07,Of Which: Depository Institutions,409,slt2_us_lt_total_net
2024-07,Of Which: Foreign Non-Official,156433,slt1_for_lt_total_net
2024-07,Of Which: Foreign Non-Official Asset-Backed Securities,7655,slt1_for_lt_total_net
2024-07,Of Which: Foreign Non-Official Depository Institutions,6241,slt1_for_lt_total_net
2024-07,Of Which: Foreign Non-Official Fund Shares,26524,slt1_for_lt_total_net
2024-07,Of Which: Foreign Non-Official Non-Financial Organizations,-1165,slt1_for_lt_total_net
2024-07,Of Which: Foreign Non-Official Other Financial Organizations,52753,slt1_for_lt_total_net
2024-07,Of Which: Foreign Non-Official State & Local General Government,-842,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official,-38173,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official Asset-Backed Securities,-3728,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official Depository Institutions,325,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official Fund Shares,1683,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official Non-Financial Organizations,-6190,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official Other Financial Organizations,6827,slt1_for_lt_total_net
2024-07,Of Which: Foreign Official State & Local General Government,-40,slt1_for_lt_total_net
2024-07,Of Which: Fund Shares,28207,slt1_for_lt_total_net
2024-07,Of Which: Fund Shares,-7103,slt2_us_lt_total_net
2024-07,Of Which: Non-Financial Organizations,-7355,slt1_for_lt_total_net
2024-07,Of Which: Non-Financial Organizations,1922,slt2_us_lt_total_net
2024-07,Of Which: Other Financial Organizations,59580,slt1_for_lt_total_net
2024-07,Of Which: Other Financial Organizations,12008,slt2_us_lt_total_net
2024-07,Of Which: State & Local General Government,-882,slt1_for_lt_total_net
2024-07,Pakistan,-3,slt1_for_lt_total_net
2024-07,Pakistan,-19,slt2_us_lt_total_net
2024-07,Panama,464,slt1_for_lt_total_net
2024-07,Panama,-244,slt2_us_lt_total_net
2024-07,Peru,-1971,slt1_for_lt_total_net
2024-07,Peru,-173,slt2_us_lt_total_net
2024-07,Philippines,1506,slt1_for_lt_total_net
2024-07,Philippines,301,slt2_us_lt_total_net
2024-07,Poland,-515,slt1_for_lt_total_net
2024-07,Poland,1742,slt2_us_lt_total_net
2024-07,Portugal,-59,slt1_for_lt_total_net
2024-07,Portugal,85,slt2_us_lt_total_net
2024-07,Romania,276,slt1_for_lt_total_net
2024-07,Romania,-72,slt2_us_lt_total_net
2024-07,Russia,-33,slt1_for_lt_total_net
2024-07,Russia,-54,slt2_us_lt_total_net
2024-07,Saint Kitts and Nevis,146,slt1_for_lt_total_net
2024-07,Saudi Arabia,-222,slt1_for_lt_total_net
2024-07,Serbia,-139,slt1_for_lt_total_net
2024-07,Serbia,-61,slt2_us_lt_total_net
2024-07,Singapore,12522,slt1_for_lt_total_net
2024-07,Singapore,-484,slt2_us_lt_total_net
2024-07,South Africa,-644,slt1_for_lt_total_net
2024-07,South Africa,397,slt2_us_lt_total_net
2024-07,Spain,156,slt1_for_lt_total_net
2024-07,Spain,4109,slt2_us_lt_total_net
2024-07,Sweden,1968,slt1_for_lt_total_net
2024-07,Sweden,707,slt2_us_lt_total_net
2024-07,Switzerland,3339,slt1_for_lt_total_net
2024-07,Switzerland,26,slt2_us_lt_total_net
2024-07,Syria,0,slt1_for_lt_total_net
2024-07,Taiwan,1410,slt1_for_lt_total_net
2024-07,Taiwan,-1790,slt2_us_lt_total_net
2024-07,Thailand,-159,slt1_for_lt_total_net
2024-07,Thailand,127,slt2_us_lt_total_net
2024-07,Total Africa,353,slt1_for_lt_total_net
2024-07,Total Africa,250,slt2_us_lt_total_net
2024-07,Total Asia,-19583,slt1_for_lt_total_net
2024-07,Total Asia,4823,slt2_us_lt_total_net
2024-07,Total Caribbean,41313,slt1_for_lt_total_net
2024-07,Total Caribbean,-13076,slt2_us_lt_total_net
2024-07,Total Europe,69327,slt1_for_lt_total_net
2024-07,Total Europe,18215,slt2_us_lt_total_net
2024-07,Total IROs,6485,slt1_for_lt_total_net
2024-07,Total IROs,3040,slt2_us_lt_total_net
2024-07,Total Latin America,-281,slt1_for_lt_total_net
2024-07,Total Latin America,-610,slt2_us_lt_total_net
2024-07,Total Other,13886,slt1_for_lt_total_net
2024-07,Total Other,1808,slt2_us_lt_total_net
2024-07,Total Regional Orgs.,1872,slt1_for_lt_total_net
2024-07,Total Regional Orgs.,229,slt2_us_lt_total_net
2024-07,Trinidad and Tobago,147,slt1_for_lt_total_net
2024-07,Trinidad and Tobago,1,slt2_us_lt_total_net
2024-07,Turkey,1576,slt1_for_lt_total_net
2024-07,Turkey,1215,slt2_us_lt_total_net
2024-07,Ukraine,733,slt1_for_lt_total_net
2024-07,Ukraine,-41,slt2_us_lt_total_net
2024-07,United Arab Emirates,422,slt1_for_lt_total_net
2024-07,United Arab Emirates,978,slt2_us_lt_total_net
2024-07,United Kingdom,16018,slt1_for_lt_total_net
2024-07,United Kingdom,6787,slt2_us_lt_total_net
2024-07,Uruguay,-807,slt1_for_lt_total_net
2024-07,Uruguay,-30,slt2_us_lt_total_net
2024-07,Venezuela,65,slt1_for_lt_total_net
2024-07,Venezuela,-3,slt2_us_lt_total_net
2024-08,All Countries,100242,slt1_for_lt_total_net
2024-08,All Countries,13931,slt2_us_lt_total_net
2024-08,Anguilla,-17,slt1_for_lt_total_net
2024-08,Argentina,246,slt1_for_lt_total_net
2024-08,Argentina,270,slt2_us_lt_total_net
2024-08,Aruba,25,slt1_for_lt_total_net
2024-08,Aruba,0,slt2_us_lt_total_net
2024-08,Australia,-2027,slt1_for_lt_total_net
2024-08,Australia,-1020,slt2_us_lt_total_net
2024-08,Austria,88,slt1_for_lt_total_net
2024-08,Austria,275,slt2_us_lt_total_net
2024-08,Bahamas,203,slt1_for_lt_total_net
2024-08,Bahamas,-57,slt2_us_lt_total_net
2024-08,Barbados,97,slt1_for_lt_total_net
2024-08,Barbados,-6,slt2_us_lt_total_net
2024-08,Belgium,1596,slt1_for_lt_total_net
2024-08,Belgium,-117,slt2_us_lt_total_net
2024-08,Bermuda,5389,slt1_for_lt_total_net
2024-08,Bermuda,-675,slt2_us_lt_total_net
2024-08,Brazil,2938,slt1_for_lt_total_net
2024-08,Brazil,4458,slt2_us_lt_total_net
2024-08,British Virgin Islands,-4218,slt1_for_lt_total_net
2024-08,British Virgin Islands,-230,slt2_us_lt_total_net
2024-08,Bulgaria,-10,slt1_for_lt_total_net
2024-08,Bulgaria,21,slt2_us_lt_total_net
2024-08,Canada,4124,slt1_for_lt_total_net
2024-08,Canada,3358,slt2_us_lt_total_net
2024-08,Cayman Islands,20582,slt1_for_lt_total_net
2024-08,Cayman Islands,-63,slt2_us_lt_total_net
2024-08,Chile,604,slt1_for_lt_total_net
2024-08,Chile,-164,slt2_us_lt_total_net
2024-08,"China, Mainland",-19605,slt1_for_lt_total_net
2024-08,"China, Mainland",-322,slt2_us_lt_total_net
2024-08,Colombia,1321,slt1_for_lt_total_net
2024-08,Colombia,171,slt2_us_lt_total_net
2024-08,Costa Rica,74,slt1_for_lt_total_net
2024-08,Costa Rica,-38,slt2_us_lt_total_net
2024-08,Cuba,0,slt1_for_lt_total_net
2024-08,Cuba,0,slt2_us_lt_total_net
2024-08,Curacao,75,slt1_for_lt_total_net
2024-08,Curacao,57,slt2_us_lt_total_net
2024-08,Cyprus,114,slt1_for_lt_total_net
2024-08,Cyprus,-15,slt2_us_lt_total_net
2024-08,Czech Republic,-517,slt1_for_lt_total_net
2024-08,Czech Republic,-110,slt2_us_lt_total_net
2024-08,Denmark,1735,slt1_for_lt_total_net
2024-08,Denmark,705,slt2_us_lt_total_net
2024-08,Ecuador,-15,slt1_for_lt_total_net
2024-08,Ecuador,34,slt2_us_lt_total_net
2024-08,Egypt,-2,slt1_for_lt_total_net
2024-08,Egypt,-23,slt2_us_lt_total_net
2024-08,Finland,341,slt1_for_lt_total_net
2024-08,Finland,-87,slt2_us_lt_total_net
2024-08,France,14398,slt1_for_lt_total_net
2024-08,France,223,slt2_us_lt_total_net
2024-08,Germany,-7443,slt1_for_lt_total_net
2024-08,Germany,-133,slt2_us_lt_total_net
2024-08,Grand Total,98114,slt1_for_lt_total_net
2024-08,Grand Total,7187,slt2_us_lt_total_net
2024-08,Greece,-52,slt1_for_lt_total_net
2024-08,Greece,75,slt2_us_lt_total_net
2024-08,Guatemala,98,slt1_for_lt_total_net
2024-08,Guatemala,11,slt2_us_lt_total_net
2024-08,Guernsey,535,slt1_for_lt_total_net
2024-08,Guernsey,-56,slt2_us_lt_total_net
2024-08,Hong Kong,2195,slt1_for_lt_total_net
2024-08,Hong Kong,-1500,slt2_us_lt_total_net
2024-08,Hungary,202,slt1_for_lt_total_net
2024-08,Hungary,-140,slt2_us_lt_total_net
2024-08,India,376,slt1_for_lt_total_net
2024-08,India,4047,slt2_us_lt_total_net
2024-08,Indonesia,-297,slt1_for_lt_total_net
2024-08,Indonesia,748,slt2_us_lt_total_net
2024-08,International,-3727,slt1_for_lt_total_net
2024-08,International,-1516,slt2_us_lt_total_net
2024-08,Ireland,24099,slt1_for_lt_total_net
2024-08,Ireland,2503,slt2_us_lt_total_net
2024-08,Israel,-3929,slt1_for_lt_total_net
2024-08,Israel,243,slt2_us_lt_total_net
2024-08,Italy,752,slt1_for_lt_total_net
2024-08,Italy,-84,slt2_us_lt_total_net
2024-08,Jamaica,87,slt1_for_lt_total_net
2024-08,Jamaica,-24,slt2_us_lt_total_net
2024-08,Japan,-1326,slt1_for_lt_total_net
2024-08,Japan,-354,slt2_us_lt_total_net
2024-08,Jersey,60,slt1_for_lt_total_net
2024-08,Jersey,1872,slt2_us_lt_total_net
2024-08,Kazakhstan,118,slt1_for_lt_total_net
2024-08,Kazakhstan,70,slt2_us_lt_total_net
2024-08,"Korea, South",3340,slt1_for_lt_total_net
2024-08,"Korea, South",-331,slt2_us_lt_total_net
2024-08,Kuwait,-1376,slt1_for_lt_total_net
2024-08,Kuwait,84,slt2_us_lt_total_net
2024-08,Lebanon,12,slt1_for_lt_total_net
2024-08,Lebanon,0,slt2_us_lt_total_net
2024-08,Liberia,11,slt1_for_lt_total_net
2024-08,Liberia,365,slt2_us_lt_total_net
2024-08,Luxembourg,-4725,slt1_for_lt_total_net
2024-08,Luxembourg,-828,slt2_us_lt_total_net
2024-08,Malaysia,1893,slt1_for_lt_total_net
2024-08,Malaysia,497,slt2_us_lt_total_net
2024-08,Mauritius,241,slt1_for_lt_total_net
2024-08,Mauritius,-218,slt2_us_lt_total_net
2024-08,Memo: Euro Area,30835,slt1_for_lt_total_net
2024-08,Memo: Euro Area,2845,slt2_us_lt_total_net
2024-08,Memo: European Union,35950,slt1_for_lt_total_net
2024-08,Memo: European Union,2418,slt2_us_lt_total_net
2024-08,Mexico,-991,slt1_for_lt_total_net
2024-08,Mexico,1108,slt2_us_lt_total_net
2024-08,Monaco,57,slt1_for_lt_total_net
2024-08,Monaco,16,slt2_us_lt_total_net
2024-08,Morocco,341,slt1_for_lt_total_net
2024-08,Morocco,-10,slt2_us_lt_total_net
2024-08,Netherlands,3506,slt1_for_lt_total_net
2024-08,Netherlands,-750,slt2_us_lt_total_net
2024-08,New Zealand,628,slt1_for_lt_total_net
2024-08,New Zealand,94,slt2_us_lt_total_net
2024-08,Norway,3407,slt1_for_lt_total_net
2024-08,Norway,-227,slt2_us_lt_total_net
2024-08,Of Which: Asset-Backed Securities,11271,slt1_for_lt_total_net
2024-08,Of Which: Asset-Backed Securities,-335,slt2_us_lt_total_net
2024-08,Of Which: Depository Institutions,809,slt1_for_lt_total_net
2024-08,Of Which: Depository Institutions,-10067,slt2_us_lt_total_net
2024-08,Of Which: Foreign Non-Official,130819,slt1_for_lt_total_net
2024-08,Of Which: Foreign Non-Official Asset-Backed Securities,15555,slt1_for_lt_total_net
2024-08,Of Which: Foreign Non-Official Depository Institutions,846,slt1_for_lt_total_net
2024-08,Of Which: Foreign Non-Official Fund Shares,4100,slt1_for_lt_total_net
2024-08,Of Which: Foreign Non-Official Non-Financial Organizations,55632,slt1_for_lt_total_net
2024-08,Of Which: Foreign Non-Official Other Financial Organizations,8823,slt1_for_lt_total_net
2024-08,Of Which: Foreign Non-Official State & Local General Government,45,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official,-32705,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official Asset-Backed Securities,-4284,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official Depository Institutions,-37,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official Fund Shares,-183,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official Non-Financial Organizations,3724,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official Other Financial Organizations,-800,slt1_for_lt_total_net
2024-08,Of Which: Foreign Official State & Local General Government,-52,slt1_for_lt_total_net
2024-08,Of Which: Fund Shares,3917,slt1_for_lt_total_net
2024-08,Of Which: Fund Shares,2157,slt2_us_lt_total_net
2024-08,Of Which: Non-Financial Organizations,59356,slt1_for_lt_total_net
2024-08,Of Which: Non-Financial Organizations,4833,slt2_us_lt_total_net
2024-08,Of Which: Other Financial Organizations,8023,slt1_for_lt_total_net
2024-08,Of Which: Other Financial Organizations,11797,slt2_us_lt_total_net
2024-08,Of Which: State & Local General Government,-7,slt1_for_lt_total_net
2024-08,Pakistan,-1,slt1_for_lt_total_net
2024-08,Pakistan,21,slt2_us_lt_total_net
2024-08,Panama,629,slt1_for_lt_total_net
2024-08,Panama,-30,slt2_us_lt_total_net
2024-08,Peru,693,slt1_for_lt_total_net
2024-08,Peru,731,slt2_us_lt_total_net
2024-08,Philippines,1212,slt1_for_lt_total_net
2024-08,Philippines,-14,slt2_us_lt_total_net
2024-08,Poland,177,slt1_for_lt_total_net
2024-08,Poland,-322,slt2_us_lt_total_net
2024-08,Portugal,-82,slt1_for_lt_total_net
2024-08,Portugal,15,slt2_us_lt_total_net
2024-08,Romania,-201,slt1_for_lt_total_net
2024-08,Romania,-231,slt2_us_lt_total_net
2024-08,Russia,-42,slt1_for_lt_total_net
2024-08,Russia,-628,slt2_us_lt_total_net
2024-08,Saint Kitts and Nevis,16,slt1_for_lt_total_net
2024-08,Saudi Arabia,243,slt1_for_lt_total_net
2024-08,Serbia,101,slt1_for_lt_total_net
2024-08,Serbia,-1,slt2_us_lt_total_net
2024-08,Singapore,9057,slt1_for_lt_total_net
2024-08,Singapore,-670,slt2_us_lt_total_net
2024-08,South Africa,83,slt1_for_lt_total_net
2024-08,South Africa,61,slt2_us_lt_total_net
2024-08,Spain,-2087,slt1_for_lt_total_net
2024-08,Spain,1748,slt2_us_lt_total_net
2024-08,Sweden,3729,slt1_for_lt_total_net
2024-08,Sweden,-350,slt2_us_lt_total_net
2024-08,Switzerland,5656,slt1_for_lt_total_net
2024-08,Switzerland,-329,slt2_us_lt_total_net
2024-08,Syria,0,slt1_for_lt_total_net
2024-08,Taiwan,7586,slt1_for_lt_total_net
2024-08,Taiwan,-1619,slt2_us_lt_total_net
2024-08,Thailand,335,slt1_for_lt_total_net
2024-08,Thailand,252,slt2_us_lt_total_net
2024-08,Total Africa,1127,slt1_for_lt_total_net
2024-08,Total Africa,-29,slt2_us_lt_total_net
2024-08,Total Asia,2091,slt1_for_lt_total_net
2024-08,Total Asia,1602,slt2_us_lt_total_net
2024-08,Total Caribbean,22092,slt1_for_lt_total_net
2024-08,Total Caribbean,-1086,slt2_us_lt_total_net
2024-08,Total Europe,65935,slt1_for_lt_total_net
2024-08,Total Europe,4696,slt2_us_lt_total_net
2024-08,Total IROs,-2128,slt1_for_lt_total_net
2024-08,Total IROs,-6744,slt2_us_lt_total_net
2024-08,Total Latin America,5884,slt1_for_lt_total_net
2024-08,Total Latin America,6449,slt2_us_lt_total_net
2024-08,Total Other,-1246,slt1_for_lt_total_net
2024-08,Total Other,-1059,slt2_us_lt_total_net
2024-08,Total Regional Orgs.,1599,slt1_for_lt_total_net
2024-08,Total Regional Orgs.,-5228,slt2_us_lt_total_net
2024-08,Trinidad and Tobago,105,slt1_for_lt_total_net
2024-08,Trinidad and Tobago,-16,slt2_us_lt_total_net
2024-08,Turkey,34,slt1_for_lt_total_net
2024-08,Turkey,-57,slt2_us_lt_total_net
2024-08,Ukraine,4580,slt1_for_lt_total_net
2024-08,Ukraine,-52,slt2_us_lt_total_net
2024-08,United Arab Emirates,792,slt1_for_lt_total_net
2024-08,United Arab Emirates,316,slt2_us_lt_total_net
2024-08,United Kingdom,14918,slt1_for_lt_total_net
2024-08,United Kingdom,1805,slt2_us_lt_total_net
2024-08,Uruguay,373,slt1_for_lt_total_net
2024-08,Uruguay,-15,slt2_us_lt_total_net
2024-08,Venezuela,44,slt1_for_lt_total_net
2024-08,Venezuela,-11,slt2_us_lt_total_net
2024-09,All Countries,246839,slt1_for_lt_total_net
2024-09,All Countries,35194,slt2_us_lt_total_net
2024-09,Anguilla,-26,slt1_for_lt_total_net
2024-09,Argentina,-124,slt1_for_lt_total_net
2024-09,Argentina,-187,slt2_us_lt_total_net
2024-09,Aruba,116,slt1_for_lt_total_net
2024-09,Aruba,37,slt2_us_lt_total_net
2024-09,Australia,10038,slt1_for_lt_total_net
2024-09,Australia,3666,slt2_us_lt_total_net
2024-09,Austria,1398,slt1_for_lt_total_net
2024-09,Austria,-182,slt2_us_lt_total_net
2024-09,Bahamas,-2494,slt1_for_lt_total_net
2024-09,Bahamas,16,slt2_us_lt_total_net
2024-09,Barbados,-32,slt1_for_lt_total_net
2024-09,Barbados,-8,slt2_us_lt_total_net
2024-09,Belgium,17984,slt1_for_lt_total_net
2024-09,Belgium,-109,slt2_us_lt_total_net
2024-09,Bermuda,2090,slt1_for_lt_total_net
2024-09,Bermuda,339,slt2_us_lt_total_net
2024-09,Brazil,270,slt1_for_lt_total_net
2024-09,Brazil,1192,slt2_us_lt_total_net
2024-09,British Virgin Islands,6364,slt1_for_lt_total_net
2024-09,British Virgin Islands,171,slt2_us_lt_total_net
2024-09,Bulgaria,14,slt1_for_lt_total_net
2024-09,Bulgaria,424,slt2_us_lt_total_net
2024-09,Canada,22320,slt1_for_lt_total_net
2024-09,Canada,9292,slt2_us_lt_total_net
2024-09,Cayman Islands,61629,slt1_for_lt_total_net
2024-09,Cayman Islands,3019,slt2_us_lt_total_net
2024-09,Chile,2407,slt1_for_lt_total_net
2024-09,Chile,-86,slt2_us_lt_total_net
2024-09,"China, Mainland",-20700,slt1_for_lt_total_net
2024-09,"China, Mainland",5092,slt2_us_lt_total_net
2024-09,Colombia,-807,slt1_for_lt_total_net
2024-09,Colombia,-4820,slt2_us_lt_total_net
2024-09,Costa Rica,-14,slt1_for_lt_total_net
2024-09,Costa Rica,10,slt2_us_lt_total_net
2024-09,Cuba,0,slt1_for_lt_total_net
2024-09,Cuba,0,slt2_us_lt_total_net
2024-09,Curacao,68,slt1_for_lt_total_net
2024-09,Curacao,-3,slt2_us_lt_total_net
2024-09,Cyprus,-110,slt1_for_lt_total_net
2024-09,Cyprus,-16,slt2_us_lt_total_net
2024-09,Czech Republic,213,slt1_for_lt_total_net
2024-09,Czech Republic,5,slt2_us_lt_total_net
2024-09,Denmark,1967,slt1_for_lt_total_net
2024-09,Denmark,-885,slt2_us_lt_total_net
2024-09,Ecuador,-10,slt1_for_lt_total_net
2024-09,Ecuador,22,slt2_us_lt_total_net
2024-09,Egypt,-2,slt1_for_lt_total_net
2024-09,Egypt,102,slt2_us_lt_total_net
2024-09,Finland,108,slt1_for_lt_total_net
2024-09,Finland,1322,slt2_us_lt_total_net
2024-09,France,20709,slt1_for_lt_total_net
2024-09,France,2870,slt2_us_lt_total_net
2024-09,Germany,7499,slt1_for_lt_total_net
2024-09,Germany,-2856,slt2_us_lt_total_net
2024-09,Grand Total,246240,slt1_for_lt_total_net
2024-09,Grand Total,36236,slt2_us_lt_total_net
2024-09,Greece,-2,slt1_for_lt_total_net
2024-09,Greece,0,slt2_us_lt_total_net
2024-09,Guatemala,1330,slt1_for_lt_total_net
2024-09,Guatemala,-10,slt2_us_lt_total_net
2024-09,Guernsey,1167,slt1_for_lt_total_net
2024-09,Guernsey,131,slt2_us_lt_total_net
2024-09,Hong Kong,-5366,slt1_for_lt_total_net
2024-09,Hong Kong,-280,slt2_us_lt_total_net
2024-09,Hungary,69,slt1_for_lt_total_net
2024-09,Hungary,97,slt2_us_lt_total_net
2024-09,India,-4247,slt1_for_lt_total_net
2024-09,India,8128,slt2_us_lt_total_net
2024-09,Indonesia,9128,slt1_for_lt_total_net
2024-09,Indonesia,510,slt2_us_lt_total_net
2024-09,International,-1246,slt1_for_lt_total_net
2024-09,International,761,slt2_us_lt_total_net
2024-09,Ireland,21451,slt1_for_lt_total_net
2024-09,Ireland,5818,slt2_us_lt_total_net
2024-09,Israel,4136,slt1_for_lt_total_net
2024-09,Israel,357,slt2_us_lt_total_net
2024-09,Italy,547,slt1_for_lt_total_net
2024-09,Italy,-1202,slt2_us_lt_total_net
2024-09,Jamaica,-2,slt1_for_lt_total_net
2024-09,Jamaica,10,slt2_us_lt_total_net
2024-09,Japan,-16313,slt1_for_lt_total_net
2024-09,Japan,-5948,slt2_us_lt_total_net
2024-09,Jersey,-6,slt1_for_lt_total_net
2024-09,Jersey,313,slt2_us_lt_total_net
2024-09,Kazakhstan,-47,slt1_for_lt_total_net
2024-09,Kazakhstan,-112,slt2_us_lt_total_net
2024-09,"Korea, South",6476,slt1_for_lt_total_net
2024-09,"Korea, South",-2304,slt2_us_lt_total_net
2024-09,Kuwait,-229,slt1_for_lt_total_net
2024-09,Kuwait,150,slt2_us_lt_total_net
2024-09,Lebanon,9,slt1_for_lt_total_net
2024-09,Lebanon,-4,slt2_us_lt_total_net
2024-09,Liberia,-6,slt1_for_lt_total_net
2024-09,Liberia,264,slt2_us_lt_total_net
2024-09,Luxembourg,7316,slt1_for_lt_total_net
2024-09,Luxembourg,5628,slt2_us_lt_total_net
2024-09,Malaysia,448,slt1_for_lt_total_net
2024-09,Malaysia,270,slt2_us_lt_total_net
2024-09,Mauritius,24,slt1_for_lt_total_net
2024-09,Mauritius,-182,slt2_us_lt_total_net
2024-09,Memo: Euro Area,101234,slt1_for_lt_total_net
2024-09,Memo: Euro Area,11692,slt2_us_lt_total_net
2024-09,Memo: European Union,110770,slt1_for_lt_total_net
2024-09,Memo: European Union,11862,slt2_us_lt_total_net
2024-09,Mexico,-1821,slt1_for_lt_total_net
2024-09,Mexico,92,slt2_us_lt_total_net
2024-09,Monaco,11,slt1_for_lt_total_net
2024-09,Monaco,2,slt2_us_lt_total_net
2024-09,Morocco,-143,slt1_for_lt_total_net
2024-09,Morocco,-18,slt2_us_lt_total_net
2024-09,Netherlands,22307,slt1_for_lt_total_net
2024-09,Netherlands,-223,slt2_us_lt_total_net
2024-09,New Zealand,1933,slt1_for_lt_total_net
2024-09,New Zealand,202,slt2_us_lt_total_net
2024-09,Norway,9160,slt1_for_lt_total_net
2024-09,Norway,-997,slt2_us_lt_total_net
2024-09,Of Which: Asset-Backed Securities,19792,slt1_for_lt_total_net
2024-09,Of Which: Asset-Backed Securities,-423,slt2_us_lt_total_net
2024-09,Of Which: Depository Institutions,1781,slt1_for_lt_total_net
2024-09,Of Which: Depository Institutions,5120,slt2_us_lt_total_net
2024-09,Of Which: Foreign Non-Official,241094,slt1_for_lt_total_net
2024-09,Of Which: Foreign Non-Official Asset-Backed Securities,21858,slt1_for_lt_total_net
2024-09,Of Which: Foreign Non-Official Depository Institutions,2001,slt1_for_lt_total_net
2024-09,Of Which: Foreign Non-Official Fund Shares,41705,slt1_for_lt_total_net
2024-09,Of Which: Foreign Non-Official Non-Financial Organizations,70481,slt1_for_lt_total_net
2024-09,Of Which: Foreign Non-Official Other Financial Organizations,81641,slt1_for_lt_total_net
2024-09,Of Which: Foreign Non-Official State & Local General Government,-395,slt1_for_lt_total_net
2024-09,Of Which: Foreign Official,5146,slt1_for_lt_total_net
2024-09,Of Which: Foreign Official Asset-Backed Securities,-2066,slt1_for_lt_total_net
2024-09,Of Which: Foreign Official Depository Institutions,-220,slt1_for_lt_total_net
2024-09,Of Which: Foreign Official Fund Shares,866,slt1_for_lt_total_net
2024-09,Of Which: Foreign Official Non-Financial Organizations,8670,slt1_for_lt_total_net
